DTC: 60 , AVERAGE U: 1.41
========
DTC: 60 , AVERAGE e: 0.84
No.  T_h_i    T_h_o   T_c_i   T_c_o
  3   59.96    42.62   19.87   43.06
  4   59.60    42.79   19.88   41.00
  5   59.79    43.36   19.81   42.14
  6   59.83    42.69   19.81   41.30
  7   59.86    41.40   19.87   41.99
  8   59.63    43.39   20.00   40.92
  9   59.94    42.86   19.81   43.38
 10   59.97    42.34   19.86   41.41
 11   59.55    43.80   19.88   41.18
 12   59.59    44.37   19.82   40.00
 13   59.45    43.19   19.94   42.00
 14   59.80    41.21   19.84   41.46
 15   59.78    42.11   19.89   40.39
 16   59.71    42.61   19.88   39.87
 17   59.41    41.58   19.94   42.87
 18   59.98    40.16   19.83   42.28
 19   59.86    42.77   19.89   41.08
 20   59.60    41.48   19.93   43.24
 21   59.46    40.67   19.99   43.22
 22   59.89    40.43   19.85   41.16
 23   59.61    41.54   19.82   43.54
 24   59.72    41.78   19.92   43.59
 25   59.85    41.98   20.00   41.72
 26   59.84    41.05   19.95   43.00
 27   59.75    39.76   19.88   42.52
 28   59.89    42.87   19.84   42.07
 29   59.66    43.97   19.92   40.91
 30   59.68    43.08   19.90   42.39
 31   59.81    43.04   19.98   42.86
 32   59.74    42.91   19.83   42.97
 33   59.99    42.77   19.91   42.65
 34   59.88    41.94   19.88   44.45
 35   59.92    41.03   19.90   41.80
 36   59.47    40.36   19.83   41.28
 37   59.65    40.66   19.85   42.54
 38   59.87    43.55   19.85   41.92
 39   59.92    41.94   19.98   42.86
 40   59.50    42.72   19.87   44.13
 41   59.64    42.15   19.93   42.06
 42   59.91    42.45   19.82   42.59
 43   59.84    41.69   19.88   41.73
 44   59.53    41.68   19.99   40.74
 45   59.95    43.40   19.89   42.20
 46   59.70    40.91   19.82   42.66
 47   59.67    40.74   19.98   42.05
 48   59.84    42.62   19.86   42.33
 49   59.80    43.83   19.98   43.96
 50   59.68    43.17   20.00   40.13
 51   59.75    42.12   19.90   43.35
 52   59.63    42.93   19.83   43.28
 53   59.90    43.19   19.80   43.23
 54   59.66    42.64   19.99   43.48
 55   59.67    42.48   20.00   41.60
 56   59.83    42.41   19.94   42.24
 57   59.86    41.93   19.90   41.71
 58   59.77    41.02   19.82   41.25
 59   59.47    44.00   19.87   42.27
 60   59.97    40.77   19.91   41.35
 61   59.92    42.30   19.85   41.16
 62   59.96    41.06   19.81   40.75
 63   59.75    42.36   19.88   41.30
 64   59.75    41.59   19.92   42.65
 65   59.93    41.47   19.88   41.32
 66   59.55    40.53   20.00   41.42
 67   59.83    41.19   19.89   42.96
 68   59.98    39.10   19.90   41.82
 69   59.44    40.93   19.94   41.27
 70   59.54    42.72   19.94   43.71
 71   59.87    41.86   19.99   43.38
 72   59.83    42.19   19.84   42.52
 73   59.59    41.74   19.84   42.47
 74   59.55    42.40   19.82   43.27
 75   59.47    43.84   19.85   43.57
 76   59.61    43.26   19.85   43.68
 77   59.77    42.28   19.99   42.10
 78   59.89    42.32   19.85   42.99
 79   59.47    43.01   19.84   41.89
 80   59.81    42.15   20.00   43.17
 81   59.51    40.42   19.86   43.39
 82   59.86    40.47   19.91   41.62
 83   59.84    40.99   19.82   42.98
 84   59.66    41.05   19.88   42.55
 85   59.64    43.27   19.94   42.26
 86   59.57    43.31   19.94   42.16
 87   59.91    42.75   19.93   43.56
 88   59.67    39.41   19.90   42.47
 89   59.45    41.69   19.97   42.06
 90   59.79    41.83   19.97   43.44
 91   59.97    41.88   19.86   42.19
 92   59.58    42.15   19.94   43.45
 93   59.49    40.97   19.85   42.49
 94   59.47    43.09   19.86   42.37
 95   59.91    42.40   19.91   43.04
 96   59.89    42.47   19.93   42.15
 97   59.61    42.71   19.95   42.64
 98   59.86    40.57   19.82   41.27
 99   59.95    42.66   19.97   40.73
DTC: 60 , AVERAGE U: 35.29
========
DTC: 60 , AVERAGE e: 0.55
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.68    41.47   19.84   43.46
  1   59.93    42.85   19.91   41.18
  2   59.94    40.92   19.84   39.94
  3   59.59    41.84   19.89   42.45
  4   59.78    42.87   19.88   43.35
  5   59.96    42.40   19.99   40.78
  6   59.69    41.93   19.91   40.67
  7   59.50    41.65   19.89   42.64
  8   59.66    43.26   19.91   43.78
  9   59.45    42.21   19.84   42.04
 10   59.46    42.21   19.91   41.77
 11   59.95    41.80   19.93   40.36
 12   59.97    42.06   19.85   41.56
 13   59.44    41.57   19.92   41.29
 14   59.42    41.35   19.97   42.67
 15   59.69    42.95   19.99   41.99
 16   59.83    41.54   19.85   43.53
 17   59.80    39.01   19.81   40.26
 18   59.46    40.55   19.82   42.71
 19   59.67    41.88   19.83   41.47
 20   59.64    41.54   19.92   40.17
 21   59.48    42.75   19.98   41.26
 22   59.99    43.04   19.88   40.85
 23   59.62    41.39   19.94   41.72
 24   59.52    42.31   19.96   43.67
 25   59.98    40.65   19.97   43.57
 26   59.90    39.81   19.92   39.98
 27   59.78    43.10   19.84   42.35
 28   59.78    43.00   19.81   40.89
 29   59.41    41.74   19.88   42.39
 30   59.69    40.66   19.96   43.28
 31   59.54    42.58   19.90   40.25
 32   59.88    42.75   19.83   42.22
 33   59.74    42.43   19.91   41.41
 34   59.90    43.24   19.83   42.19
 35   59.95    42.32   19.89   42.46
 36   59.90    40.37   19.86   44.08
 37   59.91    39.33   19.83   41.39
 38   59.72    42.30   19.91   41.41
 39   59.53    40.13   19.98   42.70
 40   59.61    41.61   19.89   42.58
 41   59.99    40.90   19.85   43.52
 42   59.75    42.26   19.95   42.79
 43   59.57    41.55   19.82   42.67
 44   59.56    42.93   19.94   42.34
 45   59.59    41.10   19.97   42.64
 46   59.86    41.08   19.88   41.70
 47   59.54    41.87   20.00   41.78
 48   59.50    43.25   19.99   41.48
 49   59.64    42.51   19.89   42.23
 50   59.65    41.43   19.87   41.74
 51   59.76    41.88   19.89   41.37
 52   59.56    42.02   19.82   42.20
 53   59.92    42.30   19.99   39.65
 54   59.68    41.47   19.81   42.13
 55   59.96    41.59   19.81   41.35
 56   59.55    42.60   19.95   43.26
 57   59.74    41.84   20.00   41.46
 58   59.64    39.22   19.82   42.15
 59   59.63    42.93   19.92   41.51
 60   59.47    41.10   19.82   42.54
 61   59.59    42.57   19.90   40.39
 62   59.98    41.72   19.95   40.37
 63   59.59    41.35   19.93   43.03
 64   59.42    41.65   19.84   42.11
 65   59.72    42.40   19.84   42.40
 66   59.94    40.62   19.86   43.14
 67   59.75    41.92   19.87   42.91
 68   59.75    40.26   19.86   39.88
 69   59.91    39.93   19.88   42.39
 70   59.63    40.65   19.99   43.66
 71   59.76    40.67   19.94   42.05
 72   59.82    43.10   19.82   40.17
 73   59.43    40.44   19.81   42.20
 74   59.52    41.83   19.82   43.03
 75   59.78    42.15   19.87   42.31
 76   59.90    41.42   19.95   42.37
 77   59.77    40.88   19.85   42.30
 78   59.56    42.56   19.92   42.21
 79   59.88    41.19   19.84   42.34
 80   59.48    41.75   19.80   42.16
 81   59.77    42.22   19.83   41.15
 82   59.69    41.62   19.97   41.87
 83   59.69    41.45   19.84   40.86
 84   59.74    43.02   19.99   43.07
 85   59.99    42.01   19.81   41.74
 86   59.68    41.30   19.94   41.08
 87   59.86    41.12   19.98   40.82
 88   59.61    43.18   19.84   41.43
 89   59.91    42.64   19.83   42.47
 90   59.93    40.17   19.89   41.84
 91   59.51    41.47   19.93   42.87
 92   59.64    40.04   19.83   40.55
 93   59.86    41.91   19.91   41.43
 94   59.81    41.37   19.92   42.20
 95   59.78    42.69   19.99   41.90
 96   59.78    40.97   19.97   43.25
 97   59.93    42.00   19.83   41.57
 98   59.43    41.21   19.83   42.15
 99   59.89    44.54   19.92   44.07
DTC: 60 , AVERAGE U: 35.29
========
DTC: 60 , AVERAGE e: 0.55
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.68    41.47   19.84   43.46
  1   59.93    42.85   19.91   41.18
  2   59.94    40.92   19.84   39.94
  3   59.59    41.84   19.89   42.45
  4   59.78    42.87   19.88   43.35
  5   59.96    42.40   19.99   40.78
  6   59.69    41.93   19.91   40.67
  7   59.50    41.65   19.89   42.64
  8   59.66    43.26   19.91   43.78
  9   59.45    42.21   19.84   42.04
 10   59.46    42.21   19.91   41.77
 11   59.95    41.80   19.93   40.36
 12   59.97    42.06   19.85   41.56
 13   59.44    41.57   19.92   41.29
 14   59.42    41.35   19.97   42.67
 15   59.69    42.95   19.99   41.99
 16   59.83    41.54   19.85   43.53
 17   59.80    39.01   19.81   40.26
 18   59.46    40.55   19.82   42.71
 19   59.67    41.88   19.83   41.47
 20   59.64    41.54   19.92   40.17
 21   59.48    42.75   19.98   41.26
 22   59.99    43.04   19.88   40.85
 23   59.62    41.39   19.94   41.72
 24   59.52    42.31   19.96   43.67
 25   59.98    40.65   19.97   43.57
 26   59.90    39.81   19.92   39.98
 27   59.78    43.10   19.84   42.35
 28   59.78    43.00   19.81   40.89
 29   59.41    41.74   19.88   42.39
 30   59.69    40.66   19.96   43.28
 31   59.54    42.58   19.90   40.25
 32   59.88    42.75   19.83   42.22
 33   59.74    42.43   19.91   41.41
 34   59.90    43.24   19.83   42.19
 35   59.95    42.32   19.89   42.46
 36   59.90    40.37   19.86   44.08
 37   59.91    39.33   19.83   41.39
 38   59.72    42.30   19.91   41.41
 39   59.53    40.13   19.98   42.70
 40   59.61    41.61   19.89   42.58
 41   59.99    40.90   19.85   43.52
 42   59.75    42.26   19.95   42.79
 43   59.57    41.55   19.82   42.67
 44   59.56    42.93   19.94   42.34
 45   59.59    41.10   19.97   42.64
 46   59.86    41.08   19.88   41.70
 47   59.54    41.87   20.00   41.78
 48   59.50    43.25   19.99   41.48
 49   59.64    42.51   19.89   42.23
 50   59.65    41.43   19.87   41.74
 51   59.76    41.88   19.89   41.37
 52   59.56    42.02   19.82   42.20
 53   59.92    42.30   19.99   39.65
 54   59.68    41.47   19.81   42.13
 55   59.96    41.59   19.81   41.35
 56   59.55    42.60   19.95   43.26
 57   59.74    41.84   20.00   41.46
 58   59.64    39.22   19.82   42.15
 59   59.63    42.93   19.92   41.51
 60   59.47    41.10   19.82   42.54
 61   59.59    42.57   19.90   40.39
 62   59.98    41.72   19.95   40.37
 63   59.59    41.35   19.93   43.03
 64   59.42    41.65   19.84   42.11
 65   59.72    42.40   19.84   42.40
 66   59.94    40.62   19.86   43.14
 67   59.75    41.92   19.87   42.91
 68   59.75    40.26   19.86   39.88
 69   59.91    39.93   19.88   42.39
 70   59.63    40.65   19.99   43.66
 71   59.76    40.67   19.94   42.05
 72   59.82    43.10   19.82   40.17
 73   59.43    40.44   19.81   42.20
 74   59.52    41.83   19.82   43.03
 75   59.78    42.15   19.87   42.31
 76   59.90    41.42   19.95   42.37
 77   59.77    40.88   19.85   42.30
 78   59.56    42.56   19.92   42.21
 79   59.88    41.19   19.84   42.34
 80   59.48    41.75   19.80   42.16
 81   59.77    42.22   19.83   41.15
 82   59.69    41.62   19.97   41.87
 83   59.69    41.45   19.84   40.86
 84   59.74    43.02   19.99   43.07
 85   59.99    42.01   19.81   41.74
 86   59.68    41.30   19.94   41.08
 87   59.86    41.12   19.98   40.82
 88   59.61    43.18   19.84   41.43
 89   59.91    42.64   19.83   42.47
 90   59.93    40.17   19.89   41.84
 91   59.51    41.47   19.93   42.87
 92   59.64    40.04   19.83   40.55
 93   59.86    41.91   19.91   41.43
 94   59.81    41.37   19.92   42.20
 95   59.78    42.69   19.99   41.90
 96   59.78    40.97   19.97   43.25
 97   59.93    42.00   19.83   41.57
 98   59.43    41.21   19.83   42.15
 99   59.89    44.54   19.92   44.07
DTC: 60 , AVERAGE U: 35.82
========
DTC: 60 , AVERAGE e: 0.55
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.40    41.90   19.84   39.93
  1   59.42    41.20   19.96   39.70
  2   59.41    41.08   19.81   41.66
  3   59.87    42.86   19.86   42.06
  4   59.67    39.27   19.90   42.10
  5   59.82    43.07   19.97   41.34
  6   59.40    42.28   19.98   40.65
  7   59.92    41.20   19.88   41.79
  8   59.56    41.87   19.87   41.79
  9   59.70    40.12   19.84   38.68
 10   59.71    42.81   19.98   42.41
 11   59.83    43.62   19.84   42.28
 12   59.87    40.96   19.97   41.14
 13   59.45    40.69   19.95   41.23
 14   59.85    40.77   19.89   41.94
 15   59.67    41.63   19.88   42.12
 16   59.64    41.49   19.82   40.90
 17   59.89    41.92   19.97   41.77
 18   59.86    41.06   19.94   42.61
 19   59.83    41.55   19.86   41.61
 20   59.93    39.29   19.95   39.76
 21   59.82    42.97   19.87   39.77
 22   59.87    43.40   19.86   41.22
 23   59.63    41.87   19.99   40.89
 24   60.00    41.63   19.87   41.34
 25   59.66    40.92   19.81   41.78
 26   59.98    43.32   19.85   42.11
 27   59.89    41.65   19.96   41.81
 28   59.61    41.13   19.91   43.18
 29   59.88    40.41   19.97   41.71
 30   59.47    43.25   19.91   42.17
 31   59.92    42.89   19.86   42.18
 32   59.48    39.72   19.93   40.56
 33   59.98    40.25   19.88   44.12
 34   59.85    42.34   19.85   40.34
 35   59.56    42.36   19.80   41.09
 36   59.55    42.72   19.96   42.31
 37   59.49    43.49   19.82   42.24
 38   59.62    43.04   19.83   41.94
 39   59.88    40.27   19.83   42.33
 40   59.47    42.74   20.00   42.67
 41   59.54    42.45   20.00   38.85
 42   59.56    39.30   19.93   40.92
 43   59.69    43.46   19.83   42.65
 44   59.46    43.95   19.85   42.64
 45   59.97    42.20   19.82   42.43
 46   59.87    40.81   19.95   41.66
 47   59.42    40.79   19.83   42.07
 48   59.47    40.22   19.86   41.67
 49   59.62    42.17   19.88   42.27
 50   59.64    43.25   19.95   42.83
 51   59.48    41.19   19.85   42.15
 52   59.59    42.28   19.86   41.69
 53   59.52    41.37   19.97   41.60
 54   59.88    43.17   19.91   41.05
 55   59.69    41.99   19.94   41.92
 56   59.92    42.17   19.96   43.93
 57   59.93    40.95   19.93   42.72
 58   59.59    42.23   19.82   41.80
 59   59.86    41.27   19.86   41.16
 60   59.74    39.93   19.83   42.16
 61   59.52    38.54   19.96   42.44
 62   59.47    41.58   19.97   41.98
 63   59.93    41.26   19.88   42.61
 64   59.78    41.25   19.85   43.58
 65   59.42    41.29   19.87   40.59
 66   59.97    40.11   19.84   42.63
 67   59.81    41.50   19.87   41.12
 68   59.61    40.74   19.88   42.29
 69   59.70    40.29   19.87   41.56
 70   59.77    42.87   19.90   40.61
 71   59.63    40.84   19.93   42.23
 72   59.88    42.43   19.96   41.94
 73   59.52    42.56   19.82   40.63
 74   59.47    42.51   19.99   40.97
 75   59.85    41.28   19.98   42.52
 76   59.85    41.23   19.85   42.50
 77   59.90    42.16   19.96   41.39
 78   59.92    38.80   19.86   41.73
 79   59.96    41.43   19.99   41.12
 80   59.41    40.66   19.94   41.43
 81   59.65    40.42   19.94   41.89
 82   59.77    41.12   19.86   40.77
 83   59.99    39.81   19.94   42.35
 84   59.78    40.84   19.87   42.14
 85   59.79    42.51   19.82   41.33
 86   59.76    40.90   19.97   40.73
 87   59.97    43.43   19.93   40.20
 88   59.63    42.11   19.90   41.82
 89   59.73    41.40   19.88   43.31
 90   60.00    41.82   19.92   43.87
 91   59.89    40.80   19.89   41.89
 92   59.59    40.56   19.88   41.53
 93   59.94    42.83   19.94   42.25
 94   59.58    42.38   19.92   43.26
 95   59.69    42.48   19.97   41.35
 96   59.50    42.26   19.99   40.80
 97   59.68    41.98   19.96   42.79
 98   59.97    39.99   19.91   40.91
 99   59.65    40.93   19.83   42.45
DTC: 60 , AVERAGE U: 35.82
========
DTC: 60 , AVERAGE e: 0.55
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.40    41.90   19.84   39.93
  1   59.42    41.20   19.96   39.70
  2   59.41    41.08   19.81   41.66
  3   59.87    42.86   19.86   42.06
  4   59.67    39.27   19.90   42.10
  5   59.82    43.07   19.97   41.34
  6   59.40    42.28   19.98   40.65
  7   59.92    41.20   19.88   41.79
  8   59.56    41.87   19.87   41.79
  9   59.70    40.12   19.84   38.68
 10   59.71    42.81   19.98   42.41
 11   59.83    43.62   19.84   42.28
 12   59.87    40.96   19.97   41.14
 13   59.45    40.69   19.95   41.23
 14   59.85    40.77   19.89   41.94
 15   59.67    41.63   19.88   42.12
 16   59.64    41.49   19.82   40.90
 17   59.89    41.92   19.97   41.77
 18   59.86    41.06   19.94   42.61
 19   59.83    41.55   19.86   41.61
 20   59.93    39.29   19.95   39.76
 21   59.82    42.97   19.87   39.77
 22   59.87    43.40   19.86   41.22
 23   59.63    41.87   19.99   40.89
 24   60.00    41.63   19.87   41.34
 25   59.66    40.92   19.81   41.78
 26   59.98    43.32   19.85   42.11
 27   59.89    41.65   19.96   41.81
 28   59.61    41.13   19.91   43.18
 29   59.88    40.41   19.97   41.71
 30   59.47    43.25   19.91   42.17
 31   59.92    42.89   19.86   42.18
 32   59.48    39.72   19.93   40.56
 33   59.98    40.25   19.88   44.12
 34   59.85    42.34   19.85   40.34
 35   59.56    42.36   19.80   41.09
 36   59.55    42.72   19.96   42.31
 37   59.49    43.49   19.82   42.24
 38   59.62    43.04   19.83   41.94
 39   59.88    40.27   19.83   42.33
 40   59.47    42.74   20.00   42.67
 41   59.54    42.45   20.00   38.85
 42   59.56    39.30   19.93   40.92
 43   59.69    43.46   19.83   42.65
 44   59.46    43.95   19.85   42.64
 45   59.97    42.20   19.82   42.43
 46   59.87    40.81   19.95   41.66
 47   59.42    40.79   19.83   42.07
 48   59.47    40.22   19.86   41.67
 49   59.62    42.17   19.88   42.27
 50   59.64    43.25   19.95   42.83
 51   59.48    41.19   19.85   42.15
 52   59.59    42.28   19.86   41.69
 53   59.52    41.37   19.97   41.60
 54   59.88    43.17   19.91   41.05
 55   59.69    41.99   19.94   41.92
 56   59.92    42.17   19.96   43.93
 57   59.93    40.95   19.93   42.72
 58   59.59    42.23   19.82   41.80
 59   59.86    41.27   19.86   41.16
 60   59.74    39.93   19.83   42.16
 61   59.52    38.54   19.96   42.44
 62   59.47    41.58   19.97   41.98
 63   59.93    41.26   19.88   42.61
 64   59.78    41.25   19.85   43.58
 65   59.42    41.29   19.87   40.59
 66   59.97    40.11   19.84   42.63
 67   59.81    41.50   19.87   41.12
 68   59.61    40.74   19.88   42.29
 69   59.70    40.29   19.87   41.56
 70   59.77    42.87   19.90   40.61
 71   59.63    40.84   19.93   42.23
 72   59.88    42.43   19.96   41.94
 73   59.52    42.56   19.82   40.63
 74   59.47    42.51   19.99   40.97
 75   59.85    41.28   19.98   42.52
 76   59.85    41.23   19.85   42.50
 77   59.90    42.16   19.96   41.39
 78   59.92    38.80   19.86   41.73
 79   59.96    41.43   19.99   41.12
 80   59.41    40.66   19.94   41.43
 81   59.65    40.42   19.94   41.89
 82   59.77    41.12   19.86   40.77
 83   59.99    39.81   19.94   42.35
 84   59.78    40.84   19.87   42.14
 85   59.79    42.51   19.82   41.33
 86   59.76    40.90   19.97   40.73
 87   59.97    43.43   19.93   40.20
 88   59.63    42.11   19.90   41.82
 89   59.73    41.40   19.88   43.31
 90   60.00    41.82   19.92   43.87
 91   59.89    40.80   19.89   41.89
 92   59.59    40.56   19.88   41.53
 93   59.94    42.83   19.94   42.25
 94   59.58    42.38   19.92   43.26
 95   59.69    42.48   19.97   41.35
 96   59.50    42.26   19.99   40.80
 97   59.68    41.98   19.96   42.79
 98   59.97    39.99   19.91   40.91
 99   59.65    40.93   19.83   42.45
DTC: 60 , AVERAGE U: 36.46
========
DTC: 60 , AVERAGE e: 0.54
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.95    40.81   19.99   41.28
  1   59.53    42.18   19.91   40.87
  2   59.89    41.60   19.85   40.35
  3   59.44    41.07   19.88   41.70
  4   59.69    40.75   19.99   42.49
  5   59.87    41.23   19.84   42.99
  6   59.77    41.12   19.88   41.70
  7   59.54    41.21   19.93   40.68
  8   59.86    40.45   19.90   41.76
  9   59.56    43.22   19.97   40.97
 10   59.80    42.27   19.92   40.18
 11   59.47    42.29   19.88   41.03
 12   59.96    39.82   19.88   40.96
 13   59.51    40.09   19.94   41.63
 14   59.86    39.96   19.86   42.83
 15   59.74    41.57   19.90   42.42
 16   59.56    41.69   19.97   41.82
 17   59.99    43.06   19.97   40.18
 18   59.65    39.23   19.85   42.59
 19   59.70    42.33   19.88   42.97
 20   59.63    41.42   19.99   41.36
 21   59.78    41.52   20.00   41.54
 22   59.71    41.88   19.88   43.04
 23   59.52    42.20   19.97   40.31
 24   59.55    41.54   19.96   40.56
 25   59.91    41.68   19.81   41.82
 26   59.41    39.53   19.84   40.57
 27   59.86    41.76   19.84   42.47
 28   59.43    41.51   19.81   41.49
 29   59.69    41.63   19.96   41.54
 30   59.91    40.71   19.91   42.92
 31   59.75    41.56   19.80   40.47
 32   59.49    43.03   19.81   43.36
 33   59.58    42.79   19.95   42.80
 34   59.97    43.33   19.84   41.92
 35   59.57    42.56   19.88   42.35
 36   59.53    41.26   19.96   41.28
 37   59.75    40.62   19.83   41.07
 38   59.64    40.88   19.93   40.82
 39   59.88    41.28   19.92   41.22
 40   59.48    42.11   19.84   40.61
 41   59.96    40.35   19.89   41.70
 42   59.53    41.67   19.83   40.43
 43   59.44    41.34   19.81   41.32
 44   59.85    41.91   19.83   41.10
 45   59.55    41.60   19.96   42.12
 46   59.99    41.98   19.87   42.26
 47   59.46    43.53   19.91   40.63
 48   59.68    40.88   19.91   41.68
 49   59.98    39.49   19.98   42.04
 50   59.53    41.75   19.87   42.86
 51   59.60    40.13   19.87   41.19
 52   59.99    40.37   19.94   42.64
 53   59.96    41.20   20.00   41.16
 54   59.76    42.39   19.86   40.93
 55   59.78    41.66   19.91   40.86
 56   59.79    42.00   19.86   41.29
 57   59.81    41.12   19.97   40.44
 58   59.96    40.16   19.91   40.83
 59   59.51    43.29   19.83   41.19
 60   59.83    42.04   19.93   41.51
 61   59.94    40.26   19.89   41.65
 62   59.80    41.51   19.85   41.43
 63   59.75    40.75   20.00   40.81
 64   59.59    41.29   19.89   41.32
 65   59.60    42.17   19.93   40.10
 66   59.79    41.22   19.87   41.71
 67   59.76    40.77   19.83   40.51
 68   59.48    41.57   19.93   41.71
 69   59.43    42.46   20.00   41.32
 70   59.75    41.32   19.94   40.55
 71   59.90    41.22   19.97   42.52
 72   59.81    41.83   19.85   42.37
 73   60.00    41.41   19.95   41.16
 74   59.68    40.27   19.90   40.99
 75   59.64    40.79   19.87   39.68
 76   59.52    40.77   19.94   41.56
 77   59.58    40.78   19.88   43.46
 78   59.88    40.98   19.95   40.65
 79   59.53    42.82   19.83   42.13
 80   59.66    41.59   19.83   41.48
 81   59.69    40.03   19.92   41.33
 82   59.79    40.82   19.89   40.90
 83   59.54    40.13   19.94   41.61
 84   59.91    39.57   19.89   40.47
 85   59.78    41.10   19.83   44.18
 86   59.68    41.28   19.96   41.65
 87   59.45    41.40   19.82   43.96
 88   59.49    40.94   19.94   42.49
 89   59.84    41.81   19.88   42.06
 90   59.79    40.43   19.93   42.27
 91   59.65    42.31   19.95   41.46
 92   59.80    42.06   19.84   40.65
 93   59.59    42.86   19.93   40.45
 94   59.76    40.40   19.91   42.84
 95   59.75    41.56   19.91   40.46
 96   59.64    41.98   19.93   41.20
 97   59.70    41.76   19.99   40.27
 98   59.52    42.33   19.86   44.53
 99   59.59    40.80   19.84   42.67
DTC: 60 , AVERAGE U: 36.46
========
DTC: 60 , AVERAGE e: 0.54
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.95    40.81   19.99   41.28
  1   59.53    42.18   19.91   40.87
  2   59.89    41.60   19.85   40.35
  3   59.44    41.07   19.88   41.70
  4   59.69    40.75   19.99   42.49
  5   59.87    41.23   19.84   42.99
  6   59.77    41.12   19.88   41.70
  7   59.54    41.21   19.93   40.68
  8   59.86    40.45   19.90   41.76
  9   59.56    43.22   19.97   40.97
 10   59.80    42.27   19.92   40.18
 11   59.47    42.29   19.88   41.03
 12   59.96    39.82   19.88   40.96
 13   59.51    40.09   19.94   41.63
 14   59.86    39.96   19.86   42.83
 15   59.74    41.57   19.90   42.42
 16   59.56    41.69   19.97   41.82
 17   59.99    43.06   19.97   40.18
 18   59.65    39.23   19.85   42.59
 19   59.70    42.33   19.88   42.97
 20   59.63    41.42   19.99   41.36
 21   59.78    41.52   20.00   41.54
 22   59.71    41.88   19.88   43.04
 23   59.52    42.20   19.97   40.31
 24   59.55    41.54   19.96   40.56
 25   59.91    41.68   19.81   41.82
 26   59.41    39.53   19.84   40.57
 27   59.86    41.76   19.84   42.47
 28   59.43    41.51   19.81   41.49
 29   59.69    41.63   19.96   41.54
 30   59.91    40.71   19.91   42.92
 31   59.75    41.56   19.80   40.47
 32   59.49    43.03   19.81   43.36
 33   59.58    42.79   19.95   42.80
 34   59.97    43.33   19.84   41.92
 35   59.57    42.56   19.88   42.35
 36   59.53    41.26   19.96   41.28
 37   59.75    40.62   19.83   41.07
 38   59.64    40.88   19.93   40.82
 39   59.88    41.28   19.92   41.22
 40   59.48    42.11   19.84   40.61
 41   59.96    40.35   19.89   41.70
 42   59.53    41.67   19.83   40.43
 43   59.44    41.34   19.81   41.32
 44   59.85    41.91   19.83   41.10
 45   59.55    41.60   19.96   42.12
 46   59.99    41.98   19.87   42.26
 47   59.46    43.53   19.91   40.63
 48   59.68    40.88   19.91   41.68
 49   59.98    39.49   19.98   42.04
 50   59.53    41.75   19.87   42.86
 51   59.60    40.13   19.87   41.19
 52   59.99    40.37   19.94   42.64
 53   59.96    41.20   20.00   41.16
 54   59.76    42.39   19.86   40.93
 55   59.78    41.66   19.91   40.86
 56   59.79    42.00   19.86   41.29
 57   59.81    41.12   19.97   40.44
 58   59.96    40.16   19.91   40.83
 59   59.51    43.29   19.83   41.19
 60   59.83    42.04   19.93   41.51
 61   59.94    40.26   19.89   41.65
 62   59.80    41.51   19.85   41.43
 63   59.75    40.75   20.00   40.81
 64   59.59    41.29   19.89   41.32
 65   59.60    42.17   19.93   40.10
 66   59.79    41.22   19.87   41.71
 67   59.76    40.77   19.83   40.51
 68   59.48    41.57   19.93   41.71
 69   59.43    42.46   20.00   41.32
 70   59.75    41.32   19.94   40.55
 71   59.90    41.22   19.97   42.52
 72   59.81    41.83   19.85   42.37
 73   60.00    41.41   19.95   41.16
 74   59.68    40.27   19.90   40.99
 75   59.64    40.79   19.87   39.68
 76   59.52    40.77   19.94   41.56
 77   59.58    40.78   19.88   43.46
 78   59.88    40.98   19.95   40.65
 79   59.53    42.82   19.83   42.13
 80   59.66    41.59   19.83   41.48
 81   59.69    40.03   19.92   41.33
 82   59.79    40.82   19.89   40.90
 83   59.54    40.13   19.94   41.61
 84   59.91    39.57   19.89   40.47
 85   59.78    41.10   19.83   44.18
 86   59.68    41.28   19.96   41.65
 87   59.45    41.40   19.82   43.96
 88   59.49    40.94   19.94   42.49
 89   59.84    41.81   19.88   42.06
 90   59.79    40.43   19.93   42.27
 91   59.65    42.31   19.95   41.46
 92   59.80    42.06   19.84   40.65
 93   59.59    42.86   19.93   40.45
 94   59.76    40.40   19.91   42.84
 95   59.75    41.56   19.91   40.46
 96   59.64    41.98   19.93   41.20
 97   59.70    41.76   19.99   40.27
 98   59.52    42.33   19.86   44.53
 99   59.59    40.80   19.84   42.67
DTC: 60 , AVERAGE U: 36.65
========
DTC: 60 , AVERAGE e: 0.53
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.94    42.29   19.81   42.09
  1   59.84    39.23   19.91   41.96
  2   59.41    40.91   19.84   41.64
  3   59.48    41.07   19.83   41.62
  4   59.78    40.73   19.93   41.46
  5   59.47    41.00   19.80   41.78
  6   59.49    40.59   19.81   39.39
  7   59.82    41.18   19.89   40.08
  8   59.84    39.69   19.97   43.08
