DTC: 90 , AVERAGE U: 43.14
========
DTC: 90 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
 25   57.96    39.31   19.92   38.58
 26   57.55    38.38   19.89   36.98
 27   57.94    38.02   19.87   39.99
 28   57.81    38.45   19.87   39.63
 29   57.61    38.98   19.86   38.46
 30   57.77    39.62   19.96   39.67
 31   57.58    38.51   19.93   37.43
 32   57.99    37.80   19.87   39.86
 33   57.72    39.39   19.81   37.46
 34   57.70    38.51   19.91   38.84
 35   57.49    40.34   19.95   38.51
 36   57.50    37.99   19.91   39.58
 37   57.43    37.64   19.90   38.94
 38   57.99    38.88   19.87   38.94
 39   57.65    39.13   19.87   38.17
 40   57.79    36.96   19.98   37.71
 41   57.50    38.30   19.88   39.34
 42   57.86    39.87   19.89   40.20
 43   57.91    38.31   19.83   39.10
 44   57.43    40.13   19.93   37.78
 45   57.99    38.31   19.98   39.47
 46   57.45    39.86   19.87   38.37
 47   57.58    38.99   19.83   38.44
 48   57.91    40.41   19.99   38.09
 49   57.79    39.40   19.93   38.32
 50   57.53    37.58   19.86   40.00
 51   57.57    38.56   19.89   37.34
 52   57.92    37.73   19.86   40.03
 53   57.58    38.28   19.87   38.02
 54   57.94    38.48   19.93   39.72
 55   57.91    37.99   19.84   38.28
 56   57.53    38.34   19.97   37.91
 57   57.65    40.68   19.93   36.12
 58   57.93    40.77   19.99   38.44
 59   57.84    37.91   19.95   39.28
 60   57.94    38.81   19.88   38.05
 61   57.96    39.67   19.89   37.20
 62   57.90    39.40   19.88   38.74
 63   57.82    36.94   19.97   39.75
 64   58.00    38.85   19.99   40.06
 65   57.77    38.51   19.81   38.97
 66   57.62    38.97   19.99   37.77
 67   57.63    39.31   19.98   39.69
 68   57.59    39.56   19.89   40.59
 69   57.71    38.15   19.85   37.58
 70   57.69    38.30   19.89   38.57
 71   57.85    37.94   19.84   38.13
 72   57.69    39.07   19.88   38.96
 73   57.42    36.97   19.96   39.50
 74   57.92    39.00   19.85   39.54
 75   57.47    39.23   19.86   39.41
 76   57.77    37.10   19.81   38.58
 77   57.81    38.61   19.93   38.23
 78   57.75    38.96   19.86   37.90
 79   57.62    40.26   19.84   36.46
 80   57.74    38.28   19.99   37.33
 81   57.46    38.35   19.89   39.01
 82   57.57    39.40   19.88   39.78
 83   57.93    39.93   19.93   38.46
 84   57.54    37.30   19.89   37.81
 85   57.83    38.21   19.86   38.90
 86   57.48    38.52   19.95   38.51
 87   57.43    38.68   19.93   37.68
 88   57.67    36.98   19.99   38.45
 89   57.86    38.90   19.91   37.68
 90   57.79    37.75   19.88   38.61
 91   57.79    37.94   19.86   37.66
 92   57.88    38.03   19.87   38.67
 93   57.73    38.21   19.98   37.25
 94   57.75    36.64   19.82   37.57
 95   57.90    39.03   19.92   36.62
 96   57.83    38.71   19.96   38.04
 97   57.89    39.41   19.88   38.74
 98   57.96    38.64   19.81   37.58
 99   57.79    39.36   20.00   38.62
DTC: 57 , AVERAGE U: 41.04
========
DTC: 57 , AVERAGE e: 0.49
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   56.98    36.65   19.97   38.53
  1   56.45    36.97   19.84   38.17
  2   56.58    37.44   19.96   39.17
  3   56.73    38.83   19.88   38.85
  4   56.98    39.01   19.97   37.20
  5   56.61    38.49   19.88   37.98
  6   56.66    38.40   19.86   37.31
  7   56.50    37.36   19.99   38.12
  8   56.79    37.88   19.82   37.41
  9   56.89    38.56   19.95   38.82
 10   56.44    37.78   19.89   38.60
 11   56.83    36.68   19.80   37.25
 12   56.66    37.93   19.82   37.19
 13   56.95    37.60   19.86   37.88
 14   56.71    38.21   19.85   39.36
 15   56.76    39.38   19.85   38.10
 16   56.81    37.85   19.97   36.56
 17   56.66    37.84   19.95   37.14
 18   56.65    37.72   19.82   37.45
 19   56.97    37.76   19.93   38.63
 20   56.70    38.90   19.86   36.88
 21   56.97    39.11   19.92   37.78
 22   56.57    37.09   19.99   38.20
 23   56.99    38.53   19.80   37.21
 24   56.65    38.51   19.88   36.45
 25   56.95    37.54   19.91   38.29
 26   56.91    37.18   19.92   38.18
 27   56.47    38.14   19.93   38.08
 28   56.76    37.29   19.86   37.83
 29   56.63    37.85   19.84   38.73
 30   56.70    36.99   19.86   38.63
 31   56.86    38.85   19.99   38.28
 32   56.47    38.03   19.89   37.76
 33   56.67    38.11   19.95   38.72
 34   56.79    38.07   19.95   36.56
 35   56.66    38.56   20.00   38.21
 36   56.88    36.68   19.81   38.38
 37   56.64    40.59   19.99   37.91
 38   56.66    35.67   19.83   38.78
 39   56.63    36.97   19.91   37.02
 40   56.78    37.19   19.83   39.95
 41   56.67    38.09   19.94   38.35
 42   56.91    36.87   19.82   38.93
 43   56.65    37.90   19.99   37.18
 44   56.75    38.90   19.92   36.83
 45   56.94    38.30   19.94   36.79
 46   56.99    39.03   19.98   36.33
 47   56.68    39.30   19.97   37.76
 48   56.93    38.38   19.91   37.79
 49   56.91    38.95   19.97   38.95
 50   56.56    37.05   19.97   36.89
 51   56.74    36.34   19.84   37.20
 52   56.99    36.46   19.92   36.07
 53   56.82    35.99   19.92   37.35
 54   56.86    38.77   19.96   39.28
 55   56.86    37.67   19.96   37.73
 56   56.87    39.04   19.87   38.62
 57   56.79    37.02   19.93   36.89
 58   56.98    36.90   20.00   36.68
 59   56.55    37.63   19.85   37.62
 60   56.86    37.38   19.81   38.12
 61   56.56    37.78   19.81   37.26
 62   56.68    38.56   19.88   37.76
 63   56.67    38.09   19.95   38.35
 64   56.71    36.55   19.84   39.53
 65   56.97    38.64   19.91   36.46
 66   56.77    36.49   19.92   37.79
 67   56.69    39.70   19.91   37.29
 68   56.57    37.51   19.95   38.27
 69   56.88    37.60   19.90   38.71
 70   56.79    37.49   19.89   36.29
 71   56.72    38.99   19.94   39.29
 72   56.93    37.92   19.84   38.82
 73   56.94    38.27   19.96   39.01
 74   56.75    36.39   19.91   39.19
 75   56.61    38.96   19.94   37.18
 76   56.46    39.05   19.96   38.77
 77   56.88    36.75   19.89   36.78
 78   56.67    37.48   19.89   39.30
 79   56.63    37.30   19.83   37.40
 80   56.44    39.48   19.99   38.08
 81   56.97    37.85   19.86   37.18
 82   56.91    37.31   19.90   37.72
 83   56.74    37.93   20.00   37.08
 84   56.68    38.78   19.92   38.31
 85   56.78    37.12   19.99   38.64
 86   56.55    38.02   19.85   37.81
 87   56.93    37.55   19.86   38.23
 88   56.56    38.23   19.94   39.27
 89   56.69    38.33   19.97   38.53
 90   56.64    38.98   19.93   38.14
 91   56.51    37.41   19.89   38.19
 92   56.93    38.06   19.93   37.85
 93   56.64    37.18   19.87   37.40
 94   56.46    37.47   19.84   36.77
 95   56.90    39.23   19.99   37.15
 96   56.44    37.85   19.85   38.06
 97   56.61    38.72   19.92   39.74
 98   56.95    37.81   19.98   38.83
 99   56.53    37.99   19.87   39.90
DTC: 57 , AVERAGE U: 41.04
========
DTC: 57 , AVERAGE e: 0.49
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   56.98    36.65   19.97   38.53
  1   56.45    36.97   19.84   38.17
  2   56.58    37.44   19.96   39.17
  3   56.73    38.83   19.88   38.85
  4   56.98    39.01   19.97   37.20
  5   56.61    38.49   19.88   37.98
  6   56.66    38.40   19.86   37.31
  7   56.50    37.36   19.99   38.12
  8   56.79    37.88   19.82   37.41
  9   56.89    38.56   19.95   38.82
 10   56.44    37.78   19.89   38.60
 11   56.83    36.68   19.80   37.25
 12   56.66    37.93   19.82   37.19
 13   56.95    37.60   19.86   37.88
 14   56.71    38.21   19.85   39.36
 15   56.76    39.38   19.85   38.10
 16   56.81    37.85   19.97   36.56
 17   56.66    37.84   19.95   37.14
 18   56.65    37.72   19.82   37.45
 19   56.97    37.76   19.93   38.63
 20   56.70    38.90   19.86   36.88
 21   56.97    39.11   19.92   37.78
 22   56.57    37.09   19.99   38.20
 23   56.99    38.53   19.80   37.21
 24   56.65    38.51   19.88   36.45
 25   56.95    37.54   19.91   38.29
 26   56.91    37.18   19.92   38.18
 27   56.47    38.14   19.93   38.08
 28   56.76    37.29   19.86   37.83
 29   56.63    37.85   19.84   38.73
 30   56.70    36.99   19.86   38.63
 31   56.86    38.85   19.99   38.28
 32   56.47    38.03   19.89   37.76
 33   56.67    38.11   19.95   38.72
 34   56.79    38.07   19.95   36.56
 35   56.66    38.56   20.00   38.21
 36   56.88    36.68   19.81   38.38
 37   56.64    40.59   19.99   37.91
 38   56.66    35.67   19.83   38.78
 39   56.63    36.97   19.91   37.02
 40   56.78    37.19   19.83   39.95
 41   56.67    38.09   19.94   38.35
 42   56.91    36.87   19.82   38.93
 43   56.65    37.90   19.99   37.18
 44   56.75    38.90   19.92   36.83
 45   56.94    38.30   19.94   36.79
 46   56.99    39.03   19.98   36.33
 47   56.68    39.30   19.97   37.76
 48   56.93    38.38   19.91   37.79
 49   56.91    38.95   19.97   38.95
 50   56.56    37.05   19.97   36.89
 51   56.74    36.34   19.84   37.20
 52   56.99    36.46   19.92   36.07
 53   56.82    35.99   19.92   37.35
 54   56.86    38.77   19.96   39.28
 55   56.86    37.67   19.96   37.73
 56   56.87    39.04   19.87   38.62
 57   56.79    37.02   19.93   36.89
 58   56.98    36.90   20.00   36.68
 59   56.55    37.63   19.85   37.62
 60   56.86    37.38   19.81   38.12
 61   56.56    37.78   19.81   37.26
 62   56.68    38.56   19.88   37.76
 63   56.67    38.09   19.95   38.35
 64   56.71    36.55   19.84   39.53
 65   56.97    38.64   19.91   36.46
 66   56.77    36.49   19.92   37.79
 67   56.69    39.70   19.91   37.29
 68   56.57    37.51   19.95   38.27
 69   56.88    37.60   19.90   38.71
 70   56.79    37.49   19.89   36.29
 71   56.72    38.99   19.94   39.29
 72   56.93    37.92   19.84   38.82
 73   56.94    38.27   19.96   39.01
 74   56.75    36.39   19.91   39.19
 75   56.61    38.96   19.94   37.18
 76   56.46    39.05   19.96   38.77
 77   56.88    36.75   19.89   36.78
 78   56.67    37.48   19.89   39.30
 79   56.63    37.30   19.83   37.40
 80   56.44    39.48   19.99   38.08
 81   56.97    37.85   19.86   37.18
 82   56.91    37.31   19.90   37.72
 83   56.74    37.93   20.00   37.08
 84   56.68    38.78   19.92   38.31
 85   56.78    37.12   19.99   38.64
 86   56.55    38.02   19.85   37.81
 87   56.93    37.55   19.86   38.23
 88   56.56    38.23   19.94   39.27
 89   56.69    38.33   19.97   38.53
 90   56.64    38.98   19.93   38.14
 91   56.51    37.41   19.89   38.19
 92   56.93    38.06   19.93   37.85
 93   56.64    37.18   19.87   37.40
 94   56.46    37.47   19.84   36.77
 95   56.90    39.23   19.99   37.15
 96   56.44    37.85   19.85   38.06
 97   56.61    38.72   19.92   39.74
 98   56.95    37.81   19.98   38.83
 99   56.53    37.99   19.87   39.90
DTC: 56 , AVERAGE U: 41.25
========
DTC: 56 , AVERAGE e: 0.49
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   55.86    37.23   19.80   37.46
  1   55.60    38.59   19.99   38.39
  2   55.94    37.94   19.93   38.07
  3   55.74    36.99   19.82   38.17
  4   55.81    36.16   19.86   37.24
  5   55.61    38.07   20.00   36.88
  6   55.75    37.65   19.88   37.86
  7   55.79    37.11   19.98   39.31
  8   55.50    37.89   19.93   37.62
  9   55.63    37.03   19.83   35.90
 10   55.60    37.51   19.96   37.91
 11   55.62    37.22   19.98   37.92
 12   55.94    35.74   19.82   36.14
 13   55.98    36.78   19.86   36.76
 14   55.90    37.99   19.87   37.87
 15   55.72    37.89   19.93   36.73
 16   55.81    38.74   19.85   37.30
 17   55.67    38.15   19.80   37.52
 18   55.88    37.88   19.97   38.31
 19   55.77    37.78   19.96   37.94
 20   55.77    35.74   19.80   36.96
 21   55.80    36.74   19.99   39.33
 22   55.64    37.92   19.84   37.36
 23   55.57    37.10   19.97   38.52
 24   55.73    36.10   19.92   38.64
 25   56.00    38.42   19.89   38.91
 26   55.60    36.16   19.96   38.40
 27   55.89    36.96   19.95   36.83
 28   55.92    38.70   19.94   38.42
 29   55.72    37.81   19.86   36.85
 30   55.65    37.33   19.96   35.95
 31   56.00    38.42   19.96   37.04
 32   55.90    37.79   19.84   37.07
 33   55.69    36.35   19.98   37.05
 34   55.94    38.18   19.82   38.44
 35   55.46    37.34   19.82   37.54
 36   55.94    37.71   19.97   37.82
 37   55.84    36.09   19.93   36.28
 38   55.70    35.54   19.89   38.55
 39   55.55    37.57   19.84   38.10
 40   55.63    37.27   19.88   37.83
 41   55.92    37.33   19.98   38.43
 42   55.56    37.60   19.85   37.04
 43   55.76    37.48   20.00   37.55
 44   55.98    40.37   19.98   36.17
 45   55.92    35.77   19.98   37.45
 46   55.52    36.19   19.99   38.23
 47   55.91    36.60   19.93   37.08
 48   55.83    36.32   19.83   38.93
 49   55.81    37.67   19.98   36.16
 50   55.94    36.95   19.93   38.73
 51   55.89    38.65   19.96   37.28
 52   55.84    36.21   19.97   38.42
 53   55.66    37.72   19.87   37.07
 54   55.95    37.81   19.98   36.85
 55   55.57    37.28   19.87   38.80
 56   55.61    37.91   19.96   37.81
 57   55.91    36.83   19.88   37.88
 58   55.95    37.97   19.86   37.15
 59   55.92    36.55   19.87   37.82
 60   55.53    38.10   19.98   36.93
 61   55.95    40.77   19.89   36.45
 62   55.48    38.24   19.82   35.35
 63   55.89    38.54   19.99   37.07
 64   55.53    38.28   19.92   37.99
 65   55.79    38.84   19.87   36.96
 66   55.62    35.91   19.83   38.35
 67   55.72    37.64   19.93   36.58
 68   55.83    36.60   19.81   37.88
 69   55.78    39.28   19.88   37.26
 70   55.81    38.79   19.83   37.47
 71   55.86    36.03   19.88   39.59
 72   55.75    38.29   19.86   36.52
 73   55.46    37.42   19.84   38.06
 74   55.86    36.91   19.93   38.10
 75   55.67    37.84   19.90   35.36
 76   55.60    35.79   19.90   37.74
 77   55.56    38.30   19.95   37.32
 78   55.58    37.02   20.00   38.00
 79   55.57    36.97   19.96   38.37
 80   55.78    36.28   19.80   36.89
 81   55.72    37.09   19.88   38.50
 82   55.55    38.57   19.85   38.37
 83   55.68    38.02   19.96   36.48
 84   55.74    39.93   19.91   38.71
 85   55.72    36.99   19.97   38.31
 86   55.95    37.43   19.85   38.80
 87   55.97    38.33   19.97   38.57
 88   55.83    39.49   19.96   39.09
 89   55.60    35.75   19.94   38.07
 90   55.93    38.22   19.89   37.68
 91   55.88    37.75   19.95   38.68
 92   55.91    37.22   19.91   36.14
 93   55.69    38.97   19.85   34.28
 94   55.98    36.57   19.96   38.27
 95   55.77    36.72   19.98   36.13
 96   55.93    36.70   19.99   37.66
 97   55.84    38.02   19.96   37.20
 98   55.70    37.38   19.93   36.38
 99   55.65    37.52   19.88   36.86
DTC: 56 , AVERAGE U: 41.25
========
DTC: 56 , AVERAGE e: 0.49
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   55.86    37.23   19.80   37.46
  1   55.60    38.59   19.99   38.39
  2   55.94    37.94   19.93   38.07
  3   55.74    36.99   19.82   38.17
  4   55.81    36.16   19.86   37.24
  5   55.61    38.07   20.00   36.88
  6   55.75    37.65   19.88   37.86
  7   55.79    37.11   19.98   39.31
  8   55.50    37.89   19.93   37.62
  9   55.63    37.03   19.83   35.90
 10   55.60    37.51   19.96   37.91
 11   55.62    37.22   19.98   37.92
 12   55.94    35.74   19.82   36.14
 13   55.98    36.78   19.86   36.76
 14   55.90    37.99   19.87   37.87
 15   55.72    37.89   19.93   36.73
 16   55.81    38.74   19.85   37.30
 17   55.67    38.15   19.80   37.52
 18   55.88    37.88   19.97   38.31
 19   55.77    37.78   19.96   37.94
 20   55.77    35.74   19.80   36.96
 21   55.80    36.74   19.99   39.33
 22   55.64    37.92   19.84   37.36
 23   55.57    37.10   19.97   38.52
 24   55.73    36.10   19.92   38.64
 25   56.00    38.42   19.89   38.91
 26   55.60    36.16   19.96   38.40
 27   55.89    36.96   19.95   36.83
 28   55.92    38.70   19.94   38.42
 29   55.72    37.81   19.86   36.85
 30   55.65    37.33   19.96   35.95
 31   56.00    38.42   19.96   37.04
 32   55.90    37.79   19.84   37.07
 33   55.69    36.35   19.98   37.05
 34   55.94    38.18   19.82   38.44
 35   55.46    37.34   19.82   37.54
 36   55.94    37.71   19.97   37.82
 37   55.84    36.09   19.93   36.28
 38   55.70    35.54   19.89   38.55
 39   55.55    37.57   19.84   38.10
 40   55.63    37.27   19.88   37.83
 41   55.92    37.33   19.98   38.43
 42   55.56    37.60   19.85   37.04
 43   55.76    37.48   20.00   37.55
 44   55.98    40.37   19.98   36.17
 45   55.92    35.77   19.98   37.45
 46   55.52    36.19   19.99   38.23
 47   55.91    36.60   19.93   37.08
 48   55.83    36.32   19.83   38.93
 49   55.81    37.67   19.98   36.16
 50   55.94    36.95   19.93   38.73
 51   55.89    38.65   19.96   37.28
 52   55.84    36.21   19.97   38.42
 53   55.66    37.72   19.87   37.07
 54   55.95    37.81   19.98   36.85
 55   55.57    37.28   19.87   38.80
 56   55.61    37.91   19.96   37.81
 57   55.91    36.83   19.88   37.88
 58   55.95    37.97   19.86   37.15
 59   55.92    36.55   19.87   37.82
 60   55.53    38.10   19.98   36.93
 61   55.95    40.77   19.89   36.45
 62   55.48    38.24   19.82   35.35
 63   55.89    38.54   19.99   37.07
 64   55.53    38.28   19.92   37.99
 65   55.79    38.84   19.87   36.96
 66   55.62    35.91   19.83   38.35
 67   55.72    37.64   19.93   36.58
 68   55.83    36.60   19.81   37.88
 69   55.78    39.28   19.88   37.26
 70   55.81    38.79   19.83   37.47
 71   55.86    36.03   19.88   39.59
 72   55.75    38.29   19.86   36.52
 73   55.46    37.42   19.84   38.06
 74   55.86    36.91   19.93   38.10
 75   55.67    37.84   19.90   35.36
 76   55.60    35.79   19.90   37.74
 77   55.56    38.30   19.95   37.32
 78   55.58    37.02   20.00   38.00
 79   55.57    36.97   19.96   38.37
 80   55.78    36.28   19.80   36.89
 81   55.72    37.09   19.88   38.50
 82   55.55    38.57   19.85   38.37
 83   55.68    38.02   19.96   36.48
 84   55.74    39.93   19.91   38.71
 85   55.72    36.99   19.97   38.31
 86   55.95    37.43   19.85   38.80
 87   55.97    38.33   19.97   38.57
 88   55.83    39.49   19.96   39.09
 89   55.60    35.75   19.94   38.07
 90   55.93    38.22   19.89   37.68
 91   55.88    37.75   19.95   38.68
 92   55.91    37.22   19.91   36.14
 93   55.69    38.97   19.85   34.28
 94   55.98    36.57   19.96   38.27
 95   55.77    36.72   19.98   36.13
 96   55.93    36.70   19.99   37.66
 97   55.84    38.02   19.96   37.20
 98   55.70    37.38   19.93   36.38
 99   55.65    37.52   19.88   36.86
DTC: 55 , AVERAGE U: 40.89
========
DTC: 55 , AVERAGE e: 0.49
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   54.85    36.36   19.84   38.14
  1   54.63    35.99   20.00   36.16
  2   54.63    37.12   19.98   34.83
  3   54.69    37.41   19.98   36.55
  4   54.68    36.97   19.86   38.09
  5   54.56    39.22   19.99   36.68
  6   54.79    38.48   19.98   36.88
  7   54.93    36.54   19.90   37.15
  8   54.90    38.18   19.92   37.92
  9   54.49    35.96   19.95   35.53
 10   54.81    35.89   19.91   35.60
 11   54.66    36.65   19.83   36.42
 12   54.52    36.97   19.94   36.89
 13   54.92    36.46   20.00   37.34
 14   54.73    37.05   19.97   36.08
 15   54.71    37.61   19.99   36.23
 16   54.99    38.92   19.88   37.42
 17   54.88    38.14   19.84   37.08
 18   54.85    38.47   19.91   35.93
 19   54.61    38.09   19.94   36.85
 20   54.66    36.50   19.96   37.77
 21   54.73    36.61   19.81   37.68
 22   54.91    36.38   19.99   37.45
 23   54.99    35.19   19.87   37.48
 24   54.92    35.79   19.98   38.02
 25   54.56    36.49   19.99   37.63
 26   54.65    35.67   19.96   35.53
 27   54.90    37.81   19.96   38.66
 28   54.80    37.52   19.92   38.00
 29   54.55    37.20   19.92   37.43
 30   54.76    35.83   19.88   37.90
 31   54.64    37.27   19.84   36.48
 32   54.49    36.61   19.82   36.73
 33   54.83    36.46   19.88   36.40
 34   54.58    35.70   19.90   35.64
 35   54.67    36.28   19.89   36.80
 36   54.65    36.42   19.85   37.27
 37   54.98    35.80   19.99   36.54
 38   54.83    37.92   19.82   36.49
 39   54.87    36.77   19.84   37.13
 40   54.55    35.04   19.97   36.23
 41   54.70    36.03   19.82   35.22
 42   54.97    38.06   19.98   36.54
 43   54.63    35.03   19.93   35.96
 44   54.58    36.37   19.83   36.59
 45   54.48    37.71   19.92   36.22
 46   54.99    35.41   19.84   39.62
 47   54.46    36.61   19.82   36.11
 48   54.59    35.61   19.98   37.04
 49   54.65    39.24   19.97   35.93
 50   54.76    35.14   19.97   37.47
 51   54.75    37.47   19.81   35.22
 52   54.62    37.06   19.88   35.78
 53   54.67    37.10   19.91   36.65
 54   54.74    36.87   19.83   39.22
 55   54.97    38.20   19.95   37.86
 56   54.67    35.89   19.81   35.63
 57   54.46    38.24   19.84   36.81
 58   54.48    36.89   19.86   36.23
 59   54.82    36.46   19.90   36.01
 60   54.65    35.93   19.81   37.70
 61   54.66    35.22   19.82   35.85
 62   54.67    35.95   19.85   37.72
 63   54.92    35.63   19.94   35.34
 64   54.87    36.55   19.82   38.70
 65   54.60    34.62   19.81   36.09
 66   54.76    35.29   19.93   37.39
 67   54.55    37.67   19.93   36.99
 68   54.49    35.91   19.98   36.04
 69   54.92    34.92   19.92   36.59
 70   54.64    37.11   19.82   36.35
 71   54.76    36.16   19.88   37.97
 72   54.79    37.04   19.94   38.27
 73   54.50    37.22   19.99   34.77
 74   54.53    35.69   19.86   38.58
 75   54.60    36.79   19.98   36.69
 76   54.71    35.77   19.93   37.10
 77   54.73    37.86   19.86   36.21
 78   54.54    37.33   19.82   38.73
 79   54.73    38.95   19.85   36.45
 80   54.98    36.76   19.81   39.78
 81   54.77    36.20   19.91   38.32
 82   54.45    36.52   19.95   38.97
 83   54.74    35.71   19.96   35.33
 84   54.83    36.24   19.93   37.90
 85   54.69    37.04   19.82   35.67
 86   54.77    37.62   19.80   34.82
 87   54.84    35.92   19.90   37.29
 88   54.64    36.14   19.98   38.63
 89   54.83    38.09   19.89   35.89
 90   54.69    35.97   19.81   37.30
 91   54.78    39.18   19.95   35.79
 92   54.76    36.17   19.81   36.23
 93   54.59    37.85   19.94   37.25
 94   54.48    35.48   19.81   35.41
 95   54.78    37.18   19.99   35.84
 96   54.79    37.29   19.83   38.48
 97   54.81    36.52   19.92   37.74
 98   54.81    37.10   19.87   37.80
 99   54.90    38.37   19.92   36.71
DTC: 55 , AVERAGE U: 40.89
========
DTC: 55 , AVERAGE e: 0.49
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   54.85    36.36   19.84   38.14
  1   54.63    35.99   20.00   36.16
  2   54.63    37.12   19.98   34.83
  3   54.69    37.41   19.98   36.55
  4   54.68    36.97   19.86   38.09
  5   54.56    39.22   19.99   36.68
  6   54.79    38.48   19.98   36.88
  7   54.93    36.54   19.90   37.15
  8   54.90    38.18   19.92   37.92
  9   54.49    35.96   19.95   35.53
 10   54.81    35.89   19.91   35.60
 11   54.66    36.65   19.83   36.42
 12   54.52    36.97   19.94   36.89
 13   54.92    36.46   20.00   37.34
 14   54.73    37.05   19.97   36.08
 15   54.71    37.61   19.99   36.23
 16   54.99    38.92   19.88   37.42
 17   54.88    38.14   19.84   37.08
 18   54.85    38.47   19.91   35.93
 19   54.61    38.09   19.94   36.85
 20   54.66    36.50   19.96   37.77
 21   54.73    36.61   19.81   37.68
 22   54.91    36.38   19.99   37.45
 23   54.99    35.19   19.87   37.48
 24   54.92    35.79   19.98   38.02
 25   54.56    36.49   19.99   37.63
 26   54.65    35.67   19.96   35.53
 27   54.90    37.81   19.96   38.66
 28   54.80    37.52   19.92   38.00
 29   54.55    37.20   19.92   37.43
 30   54.76    35.83   19.88   37.90
 31   54.64    37.27   19.84   36.48
 32   54.49    36.61   19.82   36.73
 33   54.83    36.46   19.88   36.40
 34   54.58    35.70   19.90   35.64
 35   54.67    36.28   19.89   36.80
 36   54.65    36.42   19.85   37.27
 37   54.98    35.80   19.99   36.54
 38   54.83    37.92   19.82   36.49
 39   54.87    36.77   19.84   37.13
 40   54.55    35.04   19.97   36.23
 41   54.70    36.03   19.82   35.22
 42   54.97    38.06   19.98   36.54
 43   54.63    35.03   19.93   35.96
 44   54.58    36.37   19.83   36.59
 45   54.48    37.71   19.92   36.22
 46   54.99    35.41   19.84   39.62
 47   54.46    36.61   19.82   36.11
 48   54.59    35.61   19.98   37.04
 49   54.65    39.24   19.97   35.93
 50   54.76    35.14   19.97   37.47
 51   54.75    37.47   19.81   35.22
 52   54.62    37.06   19.88   35.78
 53   54.67    37.10   19.91   36.65
 54   54.74    36.87   19.83   39.22
 55   54.97    38.20   19.95   37.86
 56   54.67    35.89   19.81   35.63
 57   54.46    38.24   19.84   36.81
 58   54.48    36.89   19.86   36.23
 59   54.82    36.46   19.90   36.01
 60   54.65    35.93   19.81   37.70
 61   54.66    35.22   19.82   35.85
 62   54.67    35.95   19.85   37.72
 63   54.92    35.63   19.94   35.34
 64   54.87    36.55   19.82   38.70
 65   54.60    34.62   19.81   36.09
 66   54.76    35.29   19.93   37.39
 67   54.55    37.67   19.93   36.99
 68   54.49    35.91   19.98   36.04
 69   54.92    34.92   19.92   36.59
 70   54.64    37.11   19.82   36.35
 71   54.76    36.16   19.88   37.97
 72   54.79    37.04   19.94   38.27
 73   54.50    37.22   19.99   34.77
 74   54.53    35.69   19.86   38.58
 75   54.60    36.79   19.98   36.69
 76   54.71    35.77   19.93   37.10
 77   54.73    37.86   19.86   36.21
 78   54.54    37.33   19.82   38.73
 79   54.73    38.95   19.85   36.45
 80   54.98    36.76   19.81   39.78
 81   54.77    36.20   19.91   38.32
 82   54.45    36.52   19.95   38.97
 83   54.74    35.71   19.96   35.33
 84   54.83    36.24   19.93   37.90
 85   54.69    37.04   19.82   35.67
 86   54.77    37.62   19.80   34.82
 87   54.84    35.92   19.90   37.29
 88   54.64    36.14   19.98   38.63
 89   54.83    38.09   19.89   35.89
 90   54.69    35.97   19.81   37.30
 91   54.78    39.18   19.95   35.79
 92   54.76    36.17   19.81   36.23
 93   54.59    37.85   19.94   37.25
 94   54.48    35.48   19.81   35.41
 95   54.78    37.18   19.99   35.84
 96   54.79    37.29   19.83   38.48
 97   54.81    36.52   19.92   37.74
 98   54.81    37.10   19.87   37.80
 99   54.90    38.37   19.92   36.71
DTC: 54 , AVERAGE U: 41.21
========
DTC: 54 , AVERAGE e: 0.49
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   53.56    36.36   19.89   36.00
  1   53.71    35.06   19.88   38.11
  2   53.99    34.90   19.92   37.73
  3   53.74    35.83   19.91   36.85
  4   53.49    37.50   19.86   36.07
  5   53.94    36.38   19.85   36.95
  6   53.95    36.99   19.82   35.54
  7   53.53    35.16   19.94   35.97
  8   53.61    36.65   19.97   37.16
  9   53.82    35.86   19.93   35.57
 10   53.93    34.91   19.87   39.06
 11   53.71    36.81   19.96   37.34
 12   53.83    37.48   19.86   37.15
 13   53.47    36.62   19.99   37.01
 14   53.52    35.90   20.00   38.15
 15   53.78    35.47   19.92   37.10
 16   53.56    36.58   19.93   36.85
 17   53.66    36.71   19.95   37.29
 18   53.57    36.07   19.82   36.73
 19   53.63    35.75   19.80   35.78
 20   53.98    36.87   19.83   36.26
 21   53.82    37.57   19.82   35.83
 22   53.76    33.69   19.99   34.17
 23   53.51    35.59   19.83   37.34
 24   53.94    35.60   19.81   36.87
 25   53.55    37.75   19.82   35.99
 26   53.54    34.23   19.86   35.95
 27   53.66    35.68   19.82   36.38
 28   53.68    37.32   19.82   37.10
 29   53.80    36.59   19.82   35.83
 30   53.84    36.32   19.88   36.46
