DTC: 60 , AVERAGE U: 41.48
========
DTC: 60 , AVERAGE e: 0.51
No.  T_h_i    T_h_o   T_c_i   T_c_o
 76   59.70    36.47   19.91   33.76
 77   59.65    33.63   19.83   33.65
 78   59.78    34.90   19.94   33.08
 79   59.81    33.52   19.81   35.87
 80   59.46    34.76   19.99   35.70
 81   59.80    34.77   19.90   34.37
 82   59.86    36.95   19.93   34.81
 83   59.85    35.56   19.95   36.38
 84   59.51    34.28   19.98   35.91
 85   59.90    36.09   19.99   34.80
 86   59.90    33.89   19.89   35.04
 87   59.73    35.09   19.90   35.45
 88   59.90    34.76   19.92   35.28
 89   59.68    34.66   19.85   33.24
 90   59.83    37.03   19.93   33.17
 91   59.47    33.62   19.95   35.08
 92   59.73    33.75   19.85   35.05
 93   59.42    34.82   19.82   35.13
 94   59.90    35.03   19.83   34.29
 95   59.85    36.26   19.81   35.17
 96   59.71    34.95   19.97   35.69
 97   59.87    33.35   19.95   34.48
 98   59.99    34.43   19.91   32.59
 99   59.70    34.20   19.98   33.15
DTC: 60 , AVERAGE U: 31.38
========
DTC: 60 , AVERAGE e: 0.63
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.83    33.35   19.96   33.69
  1   59.81    33.68   19.96   36.52
  2   59.81    34.32   19.88   34.60
  3   59.79    34.22   19.95   34.61
  4   59.53    35.80   19.83   34.98
  5   59.93    35.18   19.97   34.63
  6   59.96    34.22   19.89   35.50
  7   59.64    36.39   19.95   33.19
  8   59.75    35.69   19.90   34.88
  9   59.89    35.08   19.81   35.10
 10   59.95    36.75   19.91   34.98
 11   59.77    34.40   19.83   35.59
 12   59.55    36.12   19.93   33.53
 13   59.64    33.26   19.94   34.69
 14   59.57    35.83   19.88   36.03
 15   59.53    34.31   19.99   36.10
 16   59.88    32.82   19.98   35.52
 17   59.73    34.12   19.94   32.23
 18   59.47    35.91   19.91   35.00
 19   59.87    36.08   19.90   35.21
 20   59.82    35.25   19.94   34.69
 21   59.43    36.08   19.94   33.84
 22   59.53    34.62   19.97   33.31
 23   59.71    33.77   19.98   35.43
 24   59.45    34.09   19.87   33.93
 25   59.78    35.86   19.95   35.05
 26   59.56    36.04   19.99   33.52
 27   59.56    35.20   19.95   34.28
 28   59.69    33.46   19.93   34.00
 29   59.86    36.96   19.97   35.06
 30   59.56    35.71   19.81   34.59
 31   59.42    35.21   19.98   33.76
 32   59.67    33.63   19.85   34.49
 33   59.42    34.97   20.00   35.16
 34   59.98    34.96   20.00   37.29
 35   59.59    34.83   19.94   33.69
 36   59.45    33.00   19.89   35.86
 37   59.94    34.01   19.91   35.17
 38   59.45    34.53   19.99   35.02
 39   59.45    33.50   19.95   33.28
 40   59.92    33.79   19.93   37.14
 41   59.64    34.84   19.84   36.19
 42   59.54    34.39   19.90   36.92
 43   59.70    34.33   19.86   35.10
 44   59.69    34.55   19.91   34.20
 45   59.48    34.88   19.99   34.72
 46   59.91    35.06   19.99   35.87
 47   59.45    36.11   19.80   31.63
 48   59.69    36.51   19.85   33.76
 49   59.62    33.33   19.91   35.48
 50   59.81    34.80   19.82   35.19
 51   59.93    34.90   19.89   35.54
 52   59.70    34.45   19.86   35.39
 53   59.68    35.06   19.90   33.83
 54   59.80    35.33   19.83   34.98
 55   59.80    33.75   19.86   34.98
 56   59.98    35.92   19.85   35.91
 57   59.86    34.58   19.96   34.47
 58   59.82    35.36   19.95   35.42
 59   59.84    34.36   19.82   33.67
 60   59.86    34.73   19.95   33.73
 61   59.71    34.71   19.95   33.92
 62   59.40    35.04   19.81   34.46
 63   59.74    36.23   19.87   34.08
 64   59.97    31.86   19.88   34.73
 65   59.72    33.99   19.95   37.17
 66   59.84    35.00   19.89   34.72
 67   59.52    33.73   19.86   35.16
 68   59.60    36.49   19.87   35.63
 69   59.97    34.82   19.85   34.30
 70   59.99    33.30   19.89   35.54
 71   59.85    34.75   19.85   33.81
 72   59.63    35.29   19.84   35.79
 73   59.59    35.07   19.83   36.40
 74   59.86    33.46   19.98   34.69
 75   59.98    34.96   19.91   36.25
 76   59.50    33.51   19.81   36.56
 77   59.68    33.43   19.89   34.61
 78   59.82    35.15   19.84   33.51
 79   59.45    35.54   19.90   33.81
 80   59.54    35.36   19.91   34.85
 81   59.96    36.15   19.92   36.37
 82   59.97    35.37   20.00   33.72
 83   59.46    34.31   19.83   33.95
 84   59.91    35.15   19.81   34.55
 85   59.84    34.32   19.95   33.55
 86   59.46    35.57   19.83   35.43
 87   59.41    34.38   19.92   33.89
 88   59.82    33.39   19.85   35.21
 89   59.63    33.76   19.84   35.69
 90   59.74    35.19   19.82   33.06
 91   59.54    35.03   19.89   34.23
 92   59.67    34.08   19.90   35.07
 93   59.60    35.38   19.91   33.56
 94   59.67    33.68   19.85   34.19
 95   59.61    33.36   19.84   35.68
 96   59.92    34.10   19.84   35.54
 97   59.58    33.81   19.92   35.45
 98   59.62    35.87   19.82   35.76
 99   59.60    35.90   19.86   34.40
DTC: 60 , AVERAGE U: 31.38
========
DTC: 60 , AVERAGE e: 0.63
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.83    33.35   19.96   33.69
  1   59.81    33.68   19.96   36.52
  2   59.81    34.32   19.88   34.60
  3   59.79    34.22   19.95   34.61
  4   59.53    35.80   19.83   34.98
  5   59.93    35.18   19.97   34.63
  6   59.96    34.22   19.89   35.50
  7   59.64    36.39   19.95   33.19
  8   59.75    35.69   19.90   34.88
  9   59.89    35.08   19.81   35.10
 10   59.95    36.75   19.91   34.98
 11   59.77    34.40   19.83   35.59
 12   59.55    36.12   19.93   33.53
 13   59.64    33.26   19.94   34.69
 14   59.57    35.83   19.88   36.03
 15   59.53    34.31   19.99   36.10
 16   59.88    32.82   19.98   35.52
 17   59.73    34.12   19.94   32.23
 18   59.47    35.91   19.91   35.00
 19   59.87    36.08   19.90   35.21
 20   59.82    35.25   19.94   34.69
 21   59.43    36.08   19.94   33.84
 22   59.53    34.62   19.97   33.31
 23   59.71    33.77   19.98   35.43
 24   59.45    34.09   19.87   33.93
 25   59.78    35.86   19.95   35.05
 26   59.56    36.04   19.99   33.52
 27   59.56    35.20   19.95   34.28
 28   59.69    33.46   19.93   34.00
 29   59.86    36.96   19.97   35.06
 30   59.56    35.71   19.81   34.59
 31   59.42    35.21   19.98   33.76
 32   59.67    33.63   19.85   34.49
 33   59.42    34.97   20.00   35.16
 34   59.98    34.96   20.00   37.29
 35   59.59    34.83   19.94   33.69
 36   59.45    33.00   19.89   35.86
 37   59.94    34.01   19.91   35.17
 38   59.45    34.53   19.99   35.02
 39   59.45    33.50   19.95   33.28
 40   59.92    33.79   19.93   37.14
 41   59.64    34.84   19.84   36.19
 42   59.54    34.39   19.90   36.92
 43   59.70    34.33   19.86   35.10
 44   59.69    34.55   19.91   34.20
 45   59.48    34.88   19.99   34.72
 46   59.91    35.06   19.99   35.87
 47   59.45    36.11   19.80   31.63
 48   59.69    36.51   19.85   33.76
 49   59.62    33.33   19.91   35.48
 50   59.81    34.80   19.82   35.19
 51   59.93    34.90   19.89   35.54
 52   59.70    34.45   19.86   35.39
 53   59.68    35.06   19.90   33.83
 54   59.80    35.33   19.83   34.98
 55   59.80    33.75   19.86   34.98
 56   59.98    35.92   19.85   35.91
 57   59.86    34.58   19.96   34.47
 58   59.82    35.36   19.95   35.42
 59   59.84    34.36   19.82   33.67
 60   59.86    34.73   19.95   33.73
 61   59.71    34.71   19.95   33.92
 62   59.40    35.04   19.81   34.46
 63   59.74    36.23   19.87   34.08
 64   59.97    31.86   19.88   34.73
 65   59.72    33.99   19.95   37.17
 66   59.84    35.00   19.89   34.72
 67   59.52    33.73   19.86   35.16
 68   59.60    36.49   19.87   35.63
 69   59.97    34.82   19.85   34.30
 70   59.99    33.30   19.89   35.54
 71   59.85    34.75   19.85   33.81
 72   59.63    35.29   19.84   35.79
 73   59.59    35.07   19.83   36.40
 74   59.86    33.46   19.98   34.69
 75   59.98    34.96   19.91   36.25
 76   59.50    33.51   19.81   36.56
 77   59.68    33.43   19.89   34.61
 78   59.82    35.15   19.84   33.51
 79   59.45    35.54   19.90   33.81
 80   59.54    35.36   19.91   34.85
 81   59.96    36.15   19.92   36.37
 82   59.97    35.37   20.00   33.72
 83   59.46    34.31   19.83   33.95
 84   59.91    35.15   19.81   34.55
 85   59.84    34.32   19.95   33.55
 86   59.46    35.57   19.83   35.43
 87   59.41    34.38   19.92   33.89
 88   59.82    33.39   19.85   35.21
 89   59.63    33.76   19.84   35.69
 90   59.74    35.19   19.82   33.06
 91   59.54    35.03   19.89   34.23
 92   59.67    34.08   19.90   35.07
 93   59.60    35.38   19.91   33.56
 94   59.67    33.68   19.85   34.19
 95   59.61    33.36   19.84   35.68
 96   59.92    34.10   19.84   35.54
 97   59.58    33.81   19.92   35.45
 98   59.62    35.87   19.82   35.76
 99   59.60    35.90   19.86   34.40
DTC: 60 , AVERAGE U: 30.50
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.46    33.68   19.94   34.85
  1   59.62    35.12   19.91   33.96
  2   59.94    35.05   19.97   34.78
  3   59.69    33.72   19.99   34.40
  4   59.47    35.98   19.87   34.93
  5   59.75    35.06   19.81   36.23
  6   59.43    34.20   19.88   36.84
  7   59.42    35.56   19.91   32.77
  8   59.89    33.75   19.98   34.79
  9   59.86    35.94   19.98   36.06
 10   59.87    34.18   19.95   35.01
 11   59.42    32.74   19.87   34.52
 12   59.57    34.84   19.94   33.52
 13   59.44    36.23   19.86   33.41
 14   59.52    34.70   19.89   33.63
 15   59.75    33.82   19.85   33.50
 16   59.77    35.82   19.94   34.89
 17   59.75    34.57   19.80   34.55
 18   59.67    33.73   19.95   33.48
 19   59.40    35.28   19.91   33.75
 20   59.93    35.73   19.85   34.36
 21   59.85    33.11   19.92   35.69
 22   59.68    34.33   19.99   31.97
 23   59.52    35.13   19.90   35.18
 24   59.73    34.36   19.91   34.80
 25   59.94    34.62   19.94   31.95
 26   59.70    34.00   19.86   32.79
 27   59.40    33.63   19.88   34.50
 28   59.79    35.27   20.00   33.76
 29   59.42    33.40   19.96   35.23
 30   59.56    33.96   20.00   35.83
 31   59.99    35.97   19.87   34.36
 32   59.74    34.60   19.85   34.64
 33   59.88    32.42   19.83   34.49
 34   59.77    34.88   19.95   33.75
 35   59.82    35.58   19.88   33.90
 36   59.96    34.99   19.99   34.09
 37   59.87    34.92   19.94   34.93
 38   60.00    33.57   19.96   33.39
 39   59.97    35.69   19.81   35.03
 40   59.81    32.83   19.91   34.40
 41   59.48    36.31   19.86   34.27
 42   59.95    32.15   19.82   33.76
 43   59.74    35.07   19.81   33.55
 44   59.62    32.99   19.97   33.13
 45   59.98    34.06   20.00   34.54
 46   59.87    34.36   19.91   34.44
 47   59.54    33.13   19.89   33.52
 48   59.98    35.12   19.95   34.09
 49   59.89    32.38   19.87   34.24
 50   59.62    33.38   19.92   34.58
 51   59.66    35.37   19.88   33.24
 52   59.65    34.02   19.98   33.09
 53   59.57    35.04   19.96   34.78
 54   59.41    34.37   19.93   35.01
 55   59.97    33.86   19.92   35.26
 56   59.91    34.94   19.89   33.47
 57   59.60    33.94   19.97   34.29
 58   59.44    34.77   19.90   35.34
 59   60.00    34.52   19.94   34.40
 60   59.42    35.39   19.97   33.97
 61   59.83    34.70   19.88   34.01
 62   59.98    34.66   19.83   35.77
 63   59.54    35.95   19.91   34.86
 64   59.98    33.70   19.97   33.25
 65   59.90    35.00   19.80   34.24
 66   59.58    35.55   19.85   33.65
 67   59.54    33.26   19.85   35.25
 68   59.94    33.44   19.85   34.00
 69   59.99    33.94   19.89   33.54
 70   59.81    36.21   19.91   34.46
 71   59.77    34.75   19.95   35.06
 72   59.55    34.65   19.93   35.44
 73   59.73    35.30   19.87   35.45
 74   59.99    33.80   19.93   34.47
 75   59.52    32.97   19.80   34.24
 76   59.74    34.61   19.93   37.61
 77   59.92    33.98   19.99   33.46
 78   59.61    34.48   19.83   35.83
 79   59.76    33.91   19.90   33.67
 80   59.66    34.83   19.97   34.95
 81   59.95    33.47   19.95   36.63
 82   59.43    33.76   19.84   33.66
 83   59.52    34.71   19.96   34.06
 84   59.66    34.04   19.86   34.40
 85   59.65    33.50   19.81   33.71
 86   59.99    33.88   19.99   34.18
 87   59.98    32.79   19.80   33.84
 88   59.69    34.90   19.87   36.58
 89   59.66    34.19   19.90   37.43
 90   59.44    33.08   19.98   34.01
 91   59.80    33.56   19.98   34.32
 92   59.79    35.57   19.84   34.79
 93   59.99    34.46   19.82   34.15
 94   59.63    34.41   19.83   34.76
 95   59.81    34.94   19.96   33.61
 96   59.47    34.98   19.86   33.83
 97   59.58    35.08   19.92   34.31
 98   59.53    34.76   19.84   32.93
 99   59.48    34.73   19.91   34.03
DTC: 60 , AVERAGE U: 30.50
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.46    33.68   19.94   34.85
  1   59.62    35.12   19.91   33.96
  2   59.94    35.05   19.97   34.78
  3   59.69    33.72   19.99   34.40
  4   59.47    35.98   19.87   34.93
  5   59.75    35.06   19.81   36.23
  6   59.43    34.20   19.88   36.84
  7   59.42    35.56   19.91   32.77
  8   59.89    33.75   19.98   34.79
  9   59.86    35.94   19.98   36.06
 10   59.87    34.18   19.95   35.01
 11   59.42    32.74   19.87   34.52
 12   59.57    34.84   19.94   33.52
 13   59.44    36.23   19.86   33.41
 14   59.52    34.70   19.89   33.63
 15   59.75    33.82   19.85   33.50
 16   59.77    35.82   19.94   34.89
 17   59.75    34.57   19.80   34.55
 18   59.67    33.73   19.95   33.48
 19   59.40    35.28   19.91   33.75
 20   59.93    35.73   19.85   34.36
 21   59.85    33.11   19.92   35.69
 22   59.68    34.33   19.99   31.97
 23   59.52    35.13   19.90   35.18
 24   59.73    34.36   19.91   34.80
 25   59.94    34.62   19.94   31.95
 26   59.70    34.00   19.86   32.79
 27   59.40    33.63   19.88   34.50
 28   59.79    35.27   20.00   33.76
 29   59.42    33.40   19.96   35.23
 30   59.56    33.96   20.00   35.83
 31   59.99    35.97   19.87   34.36
 32   59.74    34.60   19.85   34.64
 33   59.88    32.42   19.83   34.49
 34   59.77    34.88   19.95   33.75
 35   59.82    35.58   19.88   33.90
 36   59.96    34.99   19.99   34.09
 37   59.87    34.92   19.94   34.93
 38   60.00    33.57   19.96   33.39
 39   59.97    35.69   19.81   35.03
 40   59.81    32.83   19.91   34.40
 41   59.48    36.31   19.86   34.27
 42   59.95    32.15   19.82   33.76
 43   59.74    35.07   19.81   33.55
 44   59.62    32.99   19.97   33.13
 45   59.98    34.06   20.00   34.54
 46   59.87    34.36   19.91   34.44
 47   59.54    33.13   19.89   33.52
 48   59.98    35.12   19.95   34.09
 49   59.89    32.38   19.87   34.24
 50   59.62    33.38   19.92   34.58
 51   59.66    35.37   19.88   33.24
 52   59.65    34.02   19.98   33.09
 53   59.57    35.04   19.96   34.78
 54   59.41    34.37   19.93   35.01
 55   59.97    33.86   19.92   35.26
 56   59.91    34.94   19.89   33.47
 57   59.60    33.94   19.97   34.29
 58   59.44    34.77   19.90   35.34
 59   60.00    34.52   19.94   34.40
 60   59.42    35.39   19.97   33.97
 61   59.83    34.70   19.88   34.01
 62   59.98    34.66   19.83   35.77
 63   59.54    35.95   19.91   34.86
 64   59.98    33.70   19.97   33.25
 65   59.90    35.00   19.80   34.24
 66   59.58    35.55   19.85   33.65
 67   59.54    33.26   19.85   35.25
 68   59.94    33.44   19.85   34.00
 69   59.99    33.94   19.89   33.54
 70   59.81    36.21   19.91   34.46
 71   59.77    34.75   19.95   35.06
 72   59.55    34.65   19.93   35.44
 73   59.73    35.30   19.87   35.45
 74   59.99    33.80   19.93   34.47
 75   59.52    32.97   19.80   34.24
 76   59.74    34.61   19.93   37.61
 77   59.92    33.98   19.99   33.46
 78   59.61    34.48   19.83   35.83
 79   59.76    33.91   19.90   33.67
 80   59.66    34.83   19.97   34.95
 81   59.95    33.47   19.95   36.63
 82   59.43    33.76   19.84   33.66
 83   59.52    34.71   19.96   34.06
 84   59.66    34.04   19.86   34.40
 85   59.65    33.50   19.81   33.71
 86   59.99    33.88   19.99   34.18
 87   59.98    32.79   19.80   33.84
 88   59.69    34.90   19.87   36.58
 89   59.66    34.19   19.90   37.43
 90   59.44    33.08   19.98   34.01
 91   59.80    33.56   19.98   34.32
 92   59.79    35.57   19.84   34.79
 93   59.99    34.46   19.82   34.15
 94   59.63    34.41   19.83   34.76
 95   59.81    34.94   19.96   33.61
 96   59.47    34.98   19.86   33.83
 97   59.58    35.08   19.92   34.31
 98   59.53    34.76   19.84   32.93
 99   59.48    34.73   19.91   34.03
DTC: 60 , AVERAGE U: 30.43
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.98    32.95   19.98   34.35
  1   59.55    34.20   19.98   35.34
  2   59.95    33.40   19.87   35.27
  3   59.47    35.70   19.86   35.01
  4   59.78    33.19   19.92   34.56
  5   59.52    34.62   19.87   33.94
  6   59.99    35.16   19.91   32.96
  7   59.46    34.66   19.82   34.42
  8   60.00    34.09   19.96   34.84
  9   59.97    34.03   19.91   32.36
 10   59.57    33.60   19.92   34.11
 11   59.97    33.84   19.83   34.74
 12   59.68    34.19   19.82   36.29
 13   59.79    33.93   19.82   35.79
 14   59.95    32.64   19.97   33.22
 15   59.57    32.60   19.96   34.14
 16   59.61    35.71   19.90   33.67
 17   59.62    35.94   19.96   34.67
 18   59.65    34.19   19.83   34.31
 19   59.91    33.88   19.89   32.98
 20   59.89    35.27   19.85   33.72
 21   59.79    34.11   20.00   35.80
 22   59.87    35.40   19.92   35.00
 23   59.78    35.20   19.84   34.99
 24   59.44    32.07   19.97   34.42
 25   59.41    32.75   19.98   32.39
 26   59.60    35.19   19.98   33.48
 27   59.77    34.80   19.93   34.68
 28   59.67    36.19   19.93   34.57
 29   59.93    34.58   19.92   34.56
 30   60.00    35.72   19.95   34.28
 31   59.70    34.50   19.93   35.48
 32   59.52    32.85   19.94   33.80
 33   59.43    34.23   19.81   34.35
 34   59.98    34.27   19.91   34.37
 35   59.82    35.44   19.89   35.43
 36   59.93    32.98   19.98   33.69
 37   59.82    34.94   19.94   33.91
 38   59.89    34.75   19.91   33.96
 39   59.44    33.64   19.83   33.43
 40   59.75    33.85   19.88   33.82
 41   59.85    33.60   19.81   35.14
 42   59.69    35.32   19.88   35.39
 43   59.72    33.80   19.99   35.97
 44   59.67    34.97   19.88   35.15
 45   59.74    33.51   19.91   34.68
 46   59.54    35.72   19.89   34.16
 47   59.77    35.07   19.86   35.85
 48   59.94    36.09   19.87   34.65
 49   59.50    33.03   19.84   33.54
 50   59.83    32.69   19.96   34.74
 51   59.99    34.66   20.00   34.24
 52   59.83    34.10   19.93   36.02
 53   59.91    35.03   19.99   33.30
 54   59.51    33.63   19.99   35.74
 55   59.64    35.21   19.83   33.46
 56   59.87    33.96   19.88   32.94
 57   59.84    35.12   19.81   33.46
 58   59.43    33.61   19.86   34.96
 59   59.70    36.06   19.92   33.71
 60   59.43    34.27   19.87   34.23
 61   59.94    35.86   19.87   33.80
 62   59.74    34.40   19.97   34.20
 63   59.89    33.95   19.81   35.97
 64   59.78    34.00   19.98   33.99
 65   59.96    34.84   19.88   35.63
 66   59.76    33.03   19.98   36.20
 67   59.49    33.24   19.88   32.23
 68   59.96    34.07   19.84   34.22
 69   59.56    34.42   19.98   34.84
 70   59.61    34.78   19.97   35.66
 71   59.95    33.21   19.97   34.02
 72   59.67    34.68   19.82   33.56
 73   59.91    34.09   19.93   34.08
 74   59.94    34.73   19.94   33.33
 75   59.71    33.74   19.94   34.40
 76   59.71    33.87   19.92   33.30
 77   59.94    34.00   19.86   34.50
 78   59.79    34.62   19.93   31.93
 79   59.43    34.09   19.92   35.36
 80   59.79    32.01   19.80   33.58
 81   59.51    34.73   19.89   34.70
 82   59.52    33.17   19.80   35.70
 83   59.86    34.68   19.95   36.34
 84   59.54    33.49   19.99   34.05
 85   59.49    33.26   19.89   34.34
 86   59.53    35.29   19.94   33.95
 87   59.69    34.26   19.96   35.41
 88   59.83    34.85   19.95   35.15
 89   59.86    34.32   19.80   32.49
 90   59.95    33.34   19.95   34.45
 91   59.64    35.59   19.93   33.63
 92   59.93    34.59   19.95   33.64
 93   59.49    33.28   19.97   34.40
 94   59.60    30.61   19.94   34.91
 95   59.89    33.64   19.86   32.41
 96   59.65    34.90   19.84   35.15
 97   60.00    32.65   19.87   34.14
 98   59.65    33.58   19.91   36.30
 99   59.81    33.91   19.82   33.37
DTC: 60 , AVERAGE U: 30.43
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.98    32.95   19.98   34.35
  1   59.55    34.20   19.98   35.34
  2   59.95    33.40   19.87   35.27
  3   59.47    35.70   19.86   35.01
  4   59.78    33.19   19.92   34.56
  5   59.52    34.62   19.87   33.94
  6   59.99    35.16   19.91   32.96
  7   59.46    34.66   19.82   34.42
  8   60.00    34.09   19.96   34.84
  9   59.97    34.03   19.91   32.36
 10   59.57    33.60   19.92   34.11
 11   59.97    33.84   19.83   34.74
 12   59.68    34.19   19.82   36.29
 13   59.79    33.93   19.82   35.79
 14   59.95    32.64   19.97   33.22
 15   59.57    32.60   19.96   34.14
 16   59.61    35.71   19.90   33.67
 17   59.62    35.94   19.96   34.67
 18   59.65    34.19   19.83   34.31
 19   59.91    33.88   19.89   32.98
 20   59.89    35.27   19.85   33.72
 21   59.79    34.11   20.00   35.80
 22   59.87    35.40   19.92   35.00
 23   59.78    35.20   19.84   34.99
 24   59.44    32.07   19.97   34.42
 25   59.41    32.75   19.98   32.39
 26   59.60    35.19   19.98   33.48
 27   59.77    34.80   19.93   34.68
 28   59.67    36.19   19.93   34.57
 29   59.93    34.58   19.92   34.56
 30   60.00    35.72   19.95   34.28
 31   59.70    34.50   19.93   35.48
 32   59.52    32.85   19.94   33.80
 33   59.43    34.23   19.81   34.35
 34   59.98    34.27   19.91   34.37
 35   59.82    35.44   19.89   35.43
 36   59.93    32.98   19.98   33.69
 37   59.82    34.94   19.94   33.91
 38   59.89    34.75   19.91   33.96
 39   59.44    33.64   19.83   33.43
 40   59.75    33.85   19.88   33.82
 41   59.85    33.60   19.81   35.14
 42   59.69    35.32   19.88   35.39
 43   59.72    33.80   19.99   35.97
 44   59.67    34.97   19.88   35.15
 45   59.74    33.51   19.91   34.68
 46   59.54    35.72   19.89   34.16
 47   59.77    35.07   19.86   35.85
 48   59.94    36.09   19.87   34.65
 49   59.50    33.03   19.84   33.54
 50   59.83    32.69   19.96   34.74
 51   59.99    34.66   20.00   34.24
 52   59.83    34.10   19.93   36.02
 53   59.91    35.03   19.99   33.30
 54   59.51    33.63   19.99   35.74
 55   59.64    35.21   19.83   33.46
 56   59.87    33.96   19.88   32.94
 57   59.84    35.12   19.81   33.46
 58   59.43    33.61   19.86   34.96
 59   59.70    36.06   19.92   33.71
 60   59.43    34.27   19.87   34.23
 61   59.94    35.86   19.87   33.80
 62   59.74    34.40   19.97   34.20
 63   59.89    33.95   19.81   35.97
 64   59.78    34.00   19.98   33.99
 65   59.96    34.84   19.88   35.63
 66   59.76    33.03   19.98   36.20
 67   59.49    33.24   19.88   32.23
 68   59.96    34.07   19.84   34.22
 69   59.56    34.42   19.98   34.84
 70   59.61    34.78   19.97   35.66
 71   59.95    33.21   19.97   34.02
 72   59.67    34.68   19.82   33.56
 73   59.91    34.09   19.93   34.08
 74   59.94    34.73   19.94   33.33
 75   59.71    33.74   19.94   34.40
 76   59.71    33.87   19.92   33.30
 77   59.94    34.00   19.86   34.50
 78   59.79    34.62   19.93   31.93
 79   59.43    34.09   19.92   35.36
 80   59.79    32.01   19.80   33.58
 81   59.51    34.73   19.89   34.70
 82   59.52    33.17   19.80   35.70
 83   59.86    34.68   19.95   36.34
 84   59.54    33.49   19.99   34.05
 85   59.49    33.26   19.89   34.34
 86   59.53    35.29   19.94   33.95
 87   59.69    34.26   19.96   35.41
 88   59.83    34.85   19.95   35.15
 89   59.86    34.32   19.80   32.49
 90   59.95    33.34   19.95   34.45
 91   59.64    35.59   19.93   33.63
 92   59.93    34.59   19.95   33.64
 93   59.49    33.28   19.97   34.40
 94   59.60    30.61   19.94   34.91
 95   59.89    33.64   19.86   32.41
 96   59.65    34.90   19.84   35.15
 97   60.00    32.65   19.87   34.14
 98   59.65    33.58   19.91   36.30
 99   59.81    33.91   19.82   33.37
DTC: 60 , AVERAGE U: 29.63
========
DTC: 60 , AVERAGE e: 0.64
No.  T_h_i    T_h_o   T_c_i   T_c_o
  0   59.62    33.50   19.93   35.54
  1   59.42    34.43   19.94   33.13
  2   59.70    33.97   19.82   35.87
  3   59.94    36.57   19.80   32.57
  4   59.57    34.30   19.81   33.99
  5   59.50    32.56   19.95   35.58
  6   59.75    35.93   19.89   32.98
  7   59.93    33.85   19.90   33.30
  8   59.69    33.11   19.92   33.53
  9   59.66    33.50   19.97   34.30
 10   59.52    34.31   19.88   34.54
 11   59.74    33.33   19.90   34.44
 12   59.54    34.86   19.96   35.16
 13   59.62    35.35   19.85   35.35
 14   59.92    35.10   19.85   35.34
 15   59.45    35.54   19.95   34.76
 16   59.63    33.82   19.94   34.68
 17   60.00    34.35   19.93   34.58
 18   59.99    34.66   19.86   34.03
 19   59.65    34.21   19.97   34.12
 20   59.65    34.22   19.95   34.84
 21   59.80    34.58   19.84   33.36
 22   59.95    33.67   19.95   33.30
 23   59.50    32.27   19.84   34.37
 24   59.57    33.46   20.00   32.72
 25   59.69    34.38   19.92   34.37
 26   60.00    32.96   19.98   33.72
 27   59.65    34.17   19.85   33.28
 28   59.92    33.77   19.87   34.96
 29   59.60    33.30   19.98   33.35
 30   59.66    33.16   19.83   34.52
 31   59.47    32.75   19.86   33.33
 32   59.78    32.16   19.86   35.86
 33   59.93    33.69   19.94   32.85
 34   59.40    33.99   19.96   35.00
 35   59.51    33.18   19.95   33.34
 36   59.53    32.87   19.92   33.33
 37   59.41    34.69   19.99   34.01
 38   59.93    33.13   19.95   35.37
 39   59.74    33.14   19.83   34.25
 40   59.43    32.50   19.91   33.84
 41   59.43    34.19   19.81   33.71
 42   59.62    34.42   19.94   36.51
 43   59.45    33.84   19.88   32.93
 44   59.92    34.75   19.86   34.67
 45   59.63    34.21   19.96   33.29
 46   59.67    33.48   19.89   32.80
 47   59.45    33.59   19.85   33.52
 48   59.70    35.09   19.93   34.54
 49   59.97    34.29   19.97   33.55
 50   59.54    35.90   20.00   34.42
 51   59.91    34.48   19.81   33.41
 52   59.57    32.22   19.83   34.76
 53   59.56    32.81   19.95   33.11
 54   59.43    34.97   19.93   32.47
 55   59.58    33.79   19.85   34.70
 56   59.95    33.18   19.84   34.94
 57   59.46    34.87   19.83   33.63
 58   59.45    34.57   19.88   33.36
 59   59.93    33.81   19.98   33.75
 60   59.68    36.32   19.82   33.16
 61   59.50    34.94   19.84   32.38
 62   59.47    34.76   19.88   33.33
 63   59.90    35.55   19.91   34.33
 64   59.69    34.32   19.99   33.49
 65   59.88    34.61   19.91   33.63
 66   59.85    35.18   20.00   35.24
 67   59.55    31.78   19.94   33.10
 68   59.47    33.89   19.94   34.58
 69   59.70    34.16   19.85   34.26
 70   59.44    33.21   19.84   33.37
 71   59.86    34.62   19.95   33.01
 72   59.62    35.21   19.87   33.37
 73   59.60    36.05   19.95   32.75
 74   59.78    34.45   19.82   33.58
 75   59.56    33.37   20.00   33.65
 76   59.97    32.81   19.87   33.71
 77   59.68    35.51   19.85   35.06
 78   60.00    33.57   19.91   34.80
 79   59.93    34.51   19.89   33.67
 80   59.62    34.56   19.88   33.41
 81   59.90    32.67   19.99   34.22
